Timestamp,Business_Num,Business_Name,Details
2024-12-15 23:25:06,1486802,비비큐천안신방점,성공적으로 메뉴 추출 완료
2024-12-15 23:27:56,1486810,돈나비,성공적으로 메뉴 추출 완료
2024-12-15 23:28:25,1486811,족심당,성공적으로 메뉴 추출 완료
2024-12-15 23:29:14,1486813,벼슬돼지,성공적으로 메뉴 추출 완료
2024-12-15 23:30:23,1486816,배양리두루치기,성공적으로 메뉴 추출 완료
2024-12-15 23:31:14,1486818,김가네김밥 남양1호점,성공적으로 메뉴 추출 완료
2024-12-15 23:32:02,1486820,폭탄아구찜,성공적으로 메뉴 추출 완료
2024-12-15 23:32:32,1486821,토리키치천안성성점,성공적으로 메뉴 추출 완료
2024-12-15 23:33:56,1486825,오후의통닭 일광점,성공적으로 메뉴 추출 완료
2024-12-15 23:34:27,1486826,스시와쿠 영통점,성공적으로 메뉴 추출 완료
2024-12-15 23:34:55,1486827,갓튀긴후라이드 수원영통점,성공적으로 메뉴 추출 완료
2024-12-15 23:38:21,1486837,면박사,성공적으로 메뉴 추출 완료
2024-12-15 23:38:49,1486838,맘스터치 남악도청점,성공적으로 메뉴 추출 완료
2024-12-15 23:39:33,1486839,맘스피자 남악도청점,성공적으로 메뉴 추출 완료
2024-12-15 23:41:22,1486845,감자려인식이,성공적으로 메뉴 추출 완료
2024-12-15 23:41:49,1486846,지앤디홀덤펍,성공적으로 메뉴 추출 완료
2024-12-15 23:42:16,1486847,마장동연가 지축점,성공적으로 메뉴 추출 완료
2024-12-15 23:44:15,1486853,로스터리038,성공적으로 메뉴 추출 완료
2024-12-15 23:45:22,1486856,(주)쿠우쿠우 경주점,성공적으로 메뉴 추출 완료
2024-12-15 23:49:55,1486871,회뜨는광장,성공적으로 메뉴 추출 완료
2024-12-15 23:53:28,1486881,든든한끼,성공적으로 메뉴 추출 완료
2024-12-15 23:55:07,1486885,모틀리(Mottley),성공적으로 메뉴 추출 완료
2024-12-15 23:55:34,1486886,소복이눈꽃빙수,성공적으로 메뉴 추출 완료
2024-12-15 23:56:22,1486888,7곡제면소 부천신중동점,성공적으로 메뉴 추출 완료
2024-12-15 23:57:08,1486890,신깡통뒷고기 부천로데오점,성공적으로 메뉴 추출 완료
2024-12-15 23:59:25,1486896,도아시스,성공적으로 메뉴 추출 완료
2024-12-16 00:00:51,1486900,가마치통닭 하동전도점,성공적으로 메뉴 추출 완료
2024-12-16 00:01:53,1486903,피자마루 부평갈산점,성공적으로 메뉴 추출 완료
2024-12-16 00:03:36,1486908,나교리막국수,성공적으로 메뉴 추출 완료
2024-12-16 00:05:53,1486914,수유리혼밥왕(청천점),성공적으로 메뉴 추출 완료
2024-12-16 00:07:58,1486920,화화돈 판교파미어스몰점,성공적으로 메뉴 추출 완료
2024-12-16 00:09:38,1486925,맛돌이닭강정,성공적으로 메뉴 추출 완료
2024-12-16 00:11:06,1486929,밀라플라 남양주점,성공적으로 메뉴 추출 완료
2024-12-16 00:12:15,1486932,식송한우마을,성공적으로 메뉴 추출 완료
2024-12-16 00:12:42,1486933,김사부 오남진접점,성공적으로 메뉴 추출 완료
2024-12-16 00:13:53,1486936,까몬 군산점,성공적으로 메뉴 추출 완료
2024-12-16 00:20:27,1486958,고창면옥 담양점,성공적으로 메뉴 추출 완료
2024-12-16 00:21:45,1486962,두가지떡볶이,성공적으로 메뉴 추출 완료
2024-12-16 00:22:13,1486963,더제이뷔페,성공적으로 메뉴 추출 완료
2024-12-16 00:24:16,1486970,파파이스 수원정자점,성공적으로 메뉴 추출 완료
2024-12-16 00:25:50,1486975,강한만두,성공적으로 메뉴 추출 완료
2024-12-16 00:26:18,1486976,한마음정육식당은계점,성공적으로 메뉴 추출 완료
2024-12-16 00:26:45,1486977,한남동그집 용인흥덕점,성공적으로 메뉴 추출 완료
